review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
3113a249fb7e7a44e500acc0a913ddfe,24bbec3490c63fb110f13f2c47a5b559,5,,,2018-03-10,2018-03-11 14:41:03
c5b6b6ac8a0f5a75b16ab4bdef1fec3f,d8c441318d48082352e8592142db807c,1,,"Ainda não recebi o produto, além de ser um prazo mega extenso, não cumpriram com o combinado!

E aii???",2018-03-14,2018-03-14 11:39:53
28304ac6f3673ac20d1013fd01742f77,5b74abebfd5bc1d137d7ade71c5cfd36,5,Muito bom ,Muito profissional a entrega. Perfeito! Ainda teriam 3 dias para entregar e já está na mão. Minha filha é quem agradece. ,2018-08-29,2018-08-30 02:09:31
e060d683fbec3059d25a57b7648cff9d,3a73a24fa6a0d8ffd462fb4bb62e66fc,5,,,2017-12-28,2017-12-29 09:53:04
0387bcfe865238e722e9fc6b76ec93de,8188245de83e27d91f5454e5ce159b89,5,,,2017-11-15,2017-11-16 12:08:56
da08749fa2bb26f01cabbfc2c1e9b70a,f5017de8931860a4492e26d3f22405b6,5,,,2018-01-27,2018-01-29 21:52:37
edada860584e48a4ad8a29699c2d4609,92f4f749aa508d58dee50d9ccdb6c9dd,5,,,2018-07-25,2018-07-26 01:59:37
0f772e13999a23c70b6cf05852119ad4,32733fc014b67ef70fa6039dd8c6ba82,5,,,2017-09-26,2017-09-28 21:56:30
7f592b57c7cdf4d771713da1e7137415,8b761bca5ade41b47694b0225c668b75,5,,.,2017-08-15,2017-08-18 12:58:47
d40d085df96a9ce383eb301f656eae3b,c307181fbf88d38d293774ca900cc802,5,,,2018-04-28,2018-04-29 14:36:08
c63e9a3e71cf42f0ea0fed908b6c170e,378035ea5017f82d47a885f52fff9be1,5,,,2017-05-18,2017-05-19 08:43:06
f23c52958dcc47f00e9768ccb25f5a35,182763e56c47912c77bfd4e730c0fd15,3,,,2017-06-27,2017-06-28 02:23:59
6be662e5ff78f2dafc2b2fce09dcd104,1527028c6f0d2ca7a42e5337dc2762e5,5,Caixa transportada parc c,,2018-05-17,2018-05-20 23:59:47
8db14a011caa605764238c71d5e711c9,72520be5b5b4c32b2ada295436e4472e,5,Mais do que o esperado!,"Produto absolutamente bem embalado e na caixa. Pelo preço achei q seria uma réplica, mas não é. Levei em uma relojoaria e o profissional me assegurou ser uma peça original como as q ele msm fornece.",2018-05-25,2018-05-27 22:04:28
4e942839744c8bda7713c6bc7e8d56ad,c0e1586eda89047d683b2bc7d902037c,5,,,2017-12-19,2017-12-20 10:34:35
a28726914fd84bd6e3e20315e38b3e90,575d1ab8d021ded6ab9bd7340d7b7b42,5,,Produto entregue 1 dia antes do prazo. Otimo serviço..,2018-08-14,2018-08-15 02:51:04
a4a794239fef567117150ee987ad6973,ba8ebbd4a50913dea058ff7695922d95,5,,,2018-06-05,2018-06-08 11:07:58
285833ee051e5332e7b59aeb844bf58e,1d9f8648651f574a2e2e5d8728384f7d,5,,,2017-07-28,2017-07-29 03:11:14
73d074f81b9188c6dc3d3c04b95bf785,df2c3731dcfbe2f0861182b341c71c82,4,,,2018-05-10,2018-05-11 14:00:30
fb6df08bfc9e8eab7bc81fe40aaab167,3c0683f600fc10b269b333bbfba07813,3,,"As capas das maçanetas vieram erradas, na NF consta astra, celta e prisma, na embalagem somente celta e prisma, por fim as maçanetas não servem, meus Astra 08/09 "" locomotiva"". ",2018-01-04,2018-01-04 13:05:41
1bc69c42c41fbbd350a1cf7c5a2d72a9,40ebc9d21ae5f5d7dfd398f87e63f455,5,,,2018-03-18,2018-03-18 12:30:50
3dc5ce70656f1280000a83463de421d4,e631d7417c16066c831e8f2599673235,5,,,2018-01-26,2018-01-27 20:54:06
e2b6f30b9c45cf84b965172279b14bac,378d1ac3d8e22dd46990757398ae8500,4,Muito bom ,Muito boa na data correta ,2018-08-11,2018-08-12 14:47:46
d931df1bc548c2a626750df977155a75,fb469bc8a14b598d891a004c34546078,1,,"Comprei um controle remoto de um modelo específico e me enviaram um ""controle universal"" que não funciona no meu aparelho... Não recomendo...",2017-12-09,2017-12-11 18:56:30
c6dd53beba524e6f33203cec1e017af3,9ff5836df74adba6c5a5cabcfe59bb51,5,,,2018-08-04,2018-08-05 18:29:11
62c39358bc63b71da444a1debfe0b6ff,73287734c7b95e805d54a35d062627f2,4,,,2018-03-22,2018-03-26 12:42:39
3c15004ee749e593c6ee0613d1c96d86,1391644298485796a935f0422f8989e8,1,,"vou registrar queixa no reclameaqui porque, apesar de informar que, me enviaram produto para tensao errada (pedi 110V e mandaram 220V) apresentei reclamaçao e nao me deram satisfaçao",2017-12-13,2017-12-14 01:17:06
4583ddb3607b88e55614a926dc3ec1cd,083ade26303c53b4aa1c779b67d44485,5,,LEGAL,2018-06-16,2018-06-16 19:49:04
65427c6f16460ec95ce585302d8a1e99,19aeea45917083f03541b7d11afc8e2b,5,Muito bom,,2018-06-23,2018-06-26 00:22:41
5c3b9b5b523fd80040b6761721a3f6fe,562f919143bd6544eaad5f3f17ba3da2,5,,,2018-04-27,2018-04-30 11:56:38
af1b52926b6254a27ce5d977c46f5b38,465c942a1c3029a759415e862204114f,5,Ótimo,"Produto e entrava sensacionais!!!
",2018-05-10,2018-05-16 20:07:00
a6aa5c9ba5e983c69a995f02c023ded8,62de3bac0c9f33a23cf2c5c42bff7442,5,,,2017-12-09,2017-12-11 00:33:00
0b5be2fd8f547fae7f6d88573c0b7356,2e233dded5d8af5e2baa5c1fca89a6c6,5,,Gostei e o atendimento ,2017-12-22,2017-12-23 13:47:57
f6f95b35081235721b8e9129051ce0f3,6bb214f60f0b2331b730f74f70dc322f,1,,,2017-05-16,2017-05-18 00:29:04
06a3c317914170820d8fa2e3cd5a9fd0,fd22bd0610424ec9e62c1d98288b51e9,3,,,2017-03-25,2017-03-26 19:47:53
ba130bbec676e94874a0b881861a7f22,ba4b69317916ce7f91187e885404b6a5,5,,,2017-12-16,2017-12-16 04:08:42
e17c6cedc648448a977e5626a2a9d068,b62490833ad4da4f0f696c9358737651,4,,"Muito bom o produto, só acredito que como defesa não é eficaz. Mas vale a pena ter.",2017-11-09,2017-11-16 23:07:20
12c41b4dac4b9b6ba48834fb3b683763,5dc6b1dfab4fc8303ea318faec36a73e,5,,"Produto exatamente igual ao anúncio, porém levou quase 30 dias após a compra para receber.",2018-03-15,2018-03-16 14:44:09
35bd753bc196d9b857c048d1468bab2f,558731462aceb9588378c7c19194d2db,4,,,2018-05-19,2018-05-21 19:47:24
b1fd5bb8d85b5a49f90a0097b3029cd7,3eb08a4c95b522bed075ec059ad858ab,1,,Não gostei por que me mandaram a cor errada,2018-08-18,2018-08-18 18:19:42
a7f238f01b2e5590cbe7212022692012,cd24256f456d55df11e3049017c86d05,5,,Compro sempre e recomendo baratheon ,2017-11-24,2017-11-27 20:05:09
7475affd4d2d911d1b933d38b82bed57,4d0754534d379735eb655a0d2d1edc01,5,,,2017-06-30,2017-07-01 15:38:56
ce54689337a8fece62ae625ec2740c0c,0ae4456639dd07164db5f2433c8f55e4,1,,,2018-06-09,2018-06-11 19:57:21
d8697b1efc93843999ae12298b7a703f,c263f74f0ce9f6d9e0f4608a22a67dfd,5,,,2018-05-16,2018-05-16 19:41:16
7afbad655b63c0a49c1d739280b591b8,540544251975ba4515aebe0ac8525067,1,,"Comprei 2 cartuchos

Recebi apenas 1 cartucho",2017-07-01,2017-07-04 14:08:57
63c761f149aefca945305229a59ba3fc,07440dff5293ea24c5fac25a473c2eef,1,Ruim,Sempre comprei nas lannister é essa foi a primeira vez q comprei e não recebi a mercadoria,2018-04-28,2018-04-28 13:04:56
6b9a600f1bb824da4ca38f65baf42526,736e1922ae60d0d6a89247b851902527,1,Entrega incompleta,"Comprei 04 unidades, e foram entregues apenas 02 pacotes com 01 unidade cada. Ainda não sei se serão entregues as outras 02 unidades faltantes.
De qualquer forma, a entrega deve ser de uma única vez.",2018-07-27,2018-07-28 02:36:10
5cf27bf49f780abcc820610167a56189,7ed3c93013239ad16de7ae81826a2afc,5,,,2017-06-22,2017-06-25 23:40:26
8ed7d7f54affd28604e20ea19d3318f8,bb102364b6a29f9f8683f21e5825595a,5,,Perfeito ,2018-01-24,2018-01-24 18:58:03
90d44b00e32087cb9eb4b5badd90c912,37c8cbbb816470ceb8a3026653cf3d3c,5,,,2018-03-29,2018-04-04 11:18:45
06b74104d71160c7bdaba8b89e2ca3a7,5ec91483e95a827de47b9b592f44d893,5,,,2018-04-13,2018-04-17 12:50:05
c71620085b3d5ee12fcb40cf1c167ebe,dbd09ba24edf3ae2e7ae63685ff34195,5,,Gostei de mais de produto.,2018-04-04,2018-04-05 10:33:25
7268cd9f8709f190cdd73d0190b07a57,79f6acecdfe4f7768f5f399a6be52167,4,,Tamanho bom! Atendeu minhas necessidades,2017-11-01,2017-11-01 22:25:52
15cd7b3f6cde59e26ad7f7ca25e66ce3,b4c45d4cc2a2e24e10d4e20bae928819,5,,,2018-03-17,2018-03-17 21:50:10
c16c3cb47d8291ea00b446e32ecfa531,d2f6b89578aee72f553aad3c76098e63,4,RECOMENDO,PRODUTO MUITO BOM,2018-05-05,2018-05-07 11:32:57
1982a4812e447dc010bd19a701ee03ba,55bde651a2c412e983a9ace2f3e05c5d,4,,,2018-08-16,2018-08-16 23:12:04
f552e7ae201891f34b7d7d1b489d8874,91ad6a8d591e94d9e1ca998185243e2d,5,,,2018-01-06,2018-01-07 11:31:09
acaff599f2bbb6b8995368bab93b6a38,7e4d4a50dc999bcf59d2e055db0f4b37,5,,,2018-01-20,2018-01-22 15:55:42
1a274373ba56f308a9c45e3d2bce3697,f7198d6fd9c02f8d7f7646b213376ddf,1,,"Comprei há um mês atrás e nunca chegou, não existe canal de comunicação eficiente e até pra reclamar q não chegou tive q esperar quase uma semana",2018-03-22,2018-03-24 10:25:25
0c7932c55debb2f4063bcc6c533a87e0,2939b6d48c2488e276205bc547c56aac,5,,,2018-01-12,2018-01-13 10:13:10
a3b2bb735bae4d08807789e03808e597,4f0a2c058df62bfe77f0e0e1e1ca66eb,3,,,2018-03-06,2018-03-09 01:38:38
e6c8f2ab517ef19dd0a02a771fecc827,008a40c2b8b21893e04945ce58854b55,1,,Esperando o produto para avaliar ,2018-05-09,2018-05-09 21:20:32
8ab87c4e09b7c1f1f8ea576a84513604,57490284e3524fb4b1c4112fa966cbde,5,ok,,2018-07-11,2018-07-12 01:34:35
d064c2d08b9c84bf45ba917282412ab3,7cbb15d12a1bb13fde596f305857b22e,5,,,2018-04-06,2018-04-08 15:32:02
6028c5b557d83ae5012c64908383ff9f,67b50899f52995848c427e361e10dde3,1,,,2018-06-28,2018-06-28 17:00:58
514a7f033c82d8c49decfd331c0509f7,c8ccac7f59cb2c602959eb4586aa9b15,1,,Cadê meu produto,2018-01-17,2018-01-21 05:55:23
7968fb23803c69d0dbb64ddc0e6637ea,6fd39a1adde54d0a5e6fe5ddc6c8784a,5,,"Chegou antes do prazo,igual o da foto adorei.",2018-04-20,2018-04-23 03:38:43
345bed776bce866ad8444fe11d619f59,bf247f0c5b4e3a8993f0e0e1f0d4ff87,1,,"Os produtos foram entregues mas, 1 espelho estava quebrado.
Como faço para trocar?
Sou o Síndico do Condomínio.",2018-02-06,2018-02-07 15:21:52
8d652c40dddb2f5bdf08c784e99c55ed,e6bed0846d5d268bf1ebcf66eab19a42,1,,É a primeira vez que há atraso nos meus pedidos. ,2018-04-07,2018-04-07 16:13:59
99eadc591a8891e0ec5b79ac8a476f93,366446679f4ddbffb2d8934f1abef1f8,5,,recebi no prazo e recomendo muito bom ,2018-05-01,2018-05-06 20:02:33
329e25b21f481e37944d51ece2d3ddef,51c064ec2d79d398b30db3f8e1de8ec8,5,,,2017-05-11,2017-05-16 22:06:19
ad41656664888758b1c9c92c142130a5,22a1a580ac153c5e2f469d27ad6a4e3d,1,,"O produto não veio na cor Escolhida fiquei desepisionado,não sei o que fazer.
",2018-04-24,2018-04-25 01:13:47
fe2b57c56eb4d1d5062c6c066bfc14f3,f6806cb575dffe2dd24873502bc0b413,1,,Os cartuchos não funcionaram na minha impressora HP3050.,2018-07-06,2018-07-09 00:39:24
06601f008499836fa272eddf1a8ca538,b48959225675859f01913fbd8cb4abe6,5,,,2018-08-16,2018-08-17 12:43:10
a1b1ab68dcf6fa802664fc942fc7c6ce,5d63bb487d989ba0efdbe1ff166bd38b,5,,,2017-09-05,2017-09-09 13:52:04
f72cb5a49cf65547bcf2889d2285270d,0124e0c5bfae1979838a91e47df53f14,4,,,2018-02-16,2018-02-16 22:30:23
d54724ab5b9665127785f8883a2169ab,84d1f58195cae334b50f9088b38b3495,5,,,2017-05-12,2017-05-15 10:51:54
f9f3684248f9d0e8353ec77dbb60ced1,33c1911ef3652a03c6cb098b9399b1d3,5,,,2018-07-10,2018-07-13 00:05:47
3bdf54aab6fde663450c39b2cac03c69,af85e6e8c9f67f653b51429df7839001,1,,Empresa sem credibilidade.,2018-04-08,2018-04-08 14:40:40
4bd9e4744bded7a2390fabf2eab110ac,4cf6bc9c5e6ff30151bfb6f92f791b28,4,,,2017-07-13,2017-07-13 23:25:43
0b0f44daa70755caf4883dc0a300b19e,a54a12a470f9a5a89f1a1f19607959ca,5,super recomendo,"produto muito bom...
ótimo atendimento, entrega no prazo.
 estou muito satisfeito.....",2018-06-30,2018-08-04 18:33:28
c8957d15f079762d05e97063b0b6756d,2e914af8bdaefffc2e6ea38a39a64d4a,4,,Excelente relógio ,2017-09-16,2017-09-18 17:25:03
8b424645905cc609366a1efab5feab8b,4759dc5cd30f8e283de04872dd5446cd,4,,,2018-06-21,2018-06-21 16:36:20
df3a25a8cf064b1bf4ca977d7ecfc9d9,720e866ff68ce671cb5b7d04eaeac897,5,,,2017-12-03,2017-12-03 20:43:22
6006de8846364de064fbcec805ec6a7d,f8f5a61defba49f13a7e21a369026f04,1,,"Não tenho informações nenhuma do meu pedido, se vou recebe-lo ou o problema que aconteceu. Não consigo contato para essas devidas informações.",2017-11-12,2017-11-12 10:38:35
79b10e7b1fe8f462b8fb61bdf60118e0,ebcefe69d0a823b45706b43bde0e0d77,5,,O problema foi do site. Pois chegou dois pedidos iguais. Mas tá de boas ,2017-06-21,2017-06-22 00:26:24
923aa1f6c704f3ff80917707255168a6,394d17c2b71a726e205caaeee3d2aa3d,5,,,2018-08-10,2018-08-10 10:26:16
2287ce2b6ce5cf7f239223ff3b06069a,20a2e132c352b08f18529a9478c011c1,5,,,2017-10-18,2017-10-20 14:52:23
16814e4d2e1cb7da90f927f41cb1bb77,99f10393ec3328b3b416a154afd5d714,5,,,2017-08-05,2017-08-07 19:26:10
688cbd12d6c521ab52a6439f25f6ce67,08202fbf5047a2f85a0983ac291a69fb,5,,,2017-04-12,2017-04-18 14:02:43
0a2157168b60711364eae5c42873ab89,72c81a6a9dcf354f87393c361caa13ce,5,Produto de boa qualidade,"E muito bom poder confiar em uma loja virtual produto de boa qualidade e muito rápido a entrega ,ótimo trabalho!",2018-07-25,2018-07-27 22:26:50
f01aaa0150e499f0c268f8efc9d2182f,3d34e2eec4245acada65a41a949f2568,1,Recebi apenas 1,Comprei 2 e recebi apenas 1 unidade do produto. Não veio nenhum comunicado ou justificativa. Aguardo regularização da situação.,2018-06-20,2018-06-21 15:37:26
e84e257b0071a6463a605826c0f8d3f0,e44411a5a41caaf23d52f1600d31d888,5,,,2018-04-10,2018-04-12 18:52:44
63bc958a29ce4306d4ccb83c7377dc40,8fad1f3654133d30218cd4b6fae827ee,4,,,2017-06-23,2017-06-24 12:39:00
f803f9a978c8eb47c196cff020eff52c,95de62498e177002f6ef1949e2e788ea,4,,,2018-02-17,2018-02-19 14:26:30
87488b800eaf08e58d25d72930061d64,a0f8cdef3a3387782a94be2247a45238,3,,"Bom produto.
",2018-07-10,2018-08-04 00:17:04
ad72848c5e6ec235c0f71ac77333307c,20e8735e683506f2f09e1a0e00f8114a,5,,,2018-02-21,2018-02-22 11:07:08
0278efd9e9b69b5722b4fb10fc0a3c60,17e5131fe1d4b1a8dc14d4a66914f9d7,5,,,2017-10-20,2017-10-21 03:06:54
ec3405bc3869522ebf98a62ddbe2bb05,fe8568b0167c1e87d6f1dab1033c9278,5,,"Tudo trancscorreu tranquilamente.
Excelente serviço.",2018-04-11,2018-04-12 07:02:38
8b904d7a7dd42544fc4adc1a1acc6711,3deae78fe543fe7c561f18a237ad309e,5,,Produto OK e entrega super rápida,2017-11-26,2017-11-26 20:40:21
b6e92837a785c546fdd68aefed24016a,8bca89b4311c48e6e6a22acd5cebd242,5,,Entrega antes do prazo.Super satisfeita.,2017-04-06,2017-04-10 16:40:54
2553e7a7c2962eb06cae26643d8f682d,65a9d3006386a380f4b594577a01cef0,5,,,2018-02-20,2018-02-23 13:08:33
d2f938892a8fb04658f08d01fb402526,480295bd3b66aeb4f624e16dc17a7412,5,Excelente atendimento.,,2018-06-08,2018-06-08 19:35:53
43dc285f9ce66d3f419b0330e81d22a3,4fab84dd561f10bb9c98293f34d749fa,5,,muito bom,2018-07-12,2018-08-01 20:08:38
c92d011a07956f0563a0ce2677100b29,a3a0cfe6661449e2d725b5b1ff658d84,5,,,2018-07-21,2018-07-25 19:23:40
1285df5f7ee3de3b716a93d373a77df2,2bc2d6094a9d3a086277687c589123af,5,,,2018-04-14,2018-04-17 23:45:06
5f0111829b047538ac5ecb8bf5a98844,3db52c1df4d52ab19d7e7365d647f6fc,5,,,2018-06-05,2018-06-06 00:29:26
96aed235a791b12edba9daadb3152e8e,1e48c52ecdb582b211ad22ae74ad2247,5,,,2017-09-05,2017-09-06 11:55:45
058bf7235b99d44cefc0359d3a2b325f,09fd9b0402ed675bbd1ee1e81171ac7c,5,Produto certo e rápido,Produto correto e entrega entregue em tempo ótimo,2018-08-30,2018-09-08 12:26:31
05ca1babda6d602bf6ca2e0870c12da2,43ada20efaad1c2c55197dd39050267f,5,,Produto chegou perfeito.,2018-01-04,2018-01-12 09:45:09
9db6d55af85d9d68dfb27a3326919cb7,fcc13f1fc01aacaf59da3b5bbc2e1b9e,3,,,2018-05-17,2018-05-20 22:12:38
0fb840cb14a4f4706265ecc90a3b1fed,1166ac5af4262300b61e079c496223c6,4,,,2018-08-23,2018-08-26 10:55:33
d78e06ac8c5c0abe9f0d0ec9e49bc772,e1cbc1e8c3204aaecc891d1392f7b4d7,5,,,2018-02-16,2018-02-19 11:33:06
d9936355aee6f0c1cdf7ea52f100fa86,0f1c3e42f560452d091c6906f9accb48,5,,,2018-04-14,2018-04-16 19:56:44
78b9efb8261b5e02ccf0006b685c9afc,23fb5e6768dd0cf8df7aaa74d80f8ec6,3,,,2017-12-27,2017-12-30 00:28:25
0192fd0440f0ba2d289d2157b0f8dabf,7e28a3542ea8306e42298ea3718222ee,5,,,2017-12-27,2017-12-27 18:38:42
0c2915e69ee09c18b9c15b8035bdc5ff,a4b276bd4a9eba543ec90cdf29a67308,4,,"Manta bonita e grande, exatamente como estava no site. Gostei!!!
",2017-06-20,2017-06-21 00:14:13
75f91e575b47d638333669c942454309,4148591d51d8741aef65abefd186887b,4,,,2018-05-09,2018-05-09 23:26:50
78f97e5e30b6ddf3bfeae5d21ed2494f,44259226d73d340f929777553ecf199b,5,,,2018-04-18,2018-04-24 13:19:54
6dc4267f3a7537c9513f5f6cbf07c70f,d9d3adfb459cf80f45139992eb4283e5,4,,"Produto mais claro do que aparenta, o vermelho é claro, quase laranja",2018-04-18,2018-04-18 22:59:09
f555e112c09ed12e3ed67fabc21b7840,4cea4082bde3d6f0846e8a5537f3eeb4,5,,,2017-12-14,2017-12-15 00:33:41
6ee76a4f3dfa7c16f5b2e4c9a66134bc,c8426a2c3cc5c11e8aa0789c3238d4d9,5,,,2017-10-25,2017-10-25 20:20:59
47362ecf1f01733c13b5710b17eb4252,d33a24a5ea67f8f5a06b0a32e53f3acf,4,,"Produto chegou antes do prazo, mas na foto parece ser maior do que realmente é, mas gostei muito",2017-05-24,2017-05-25 13:53:35
cfdf4985d57615143f120e83431f493f,8747a928f786c8b31e0afb1b815886bc,4,,"o produto é otimo, lindo do jeito que esta na foto ,a unica questao que deve foi q o produto deu com entregue no site e, só chegou depois de 5 dias ..",2017-12-06,2017-12-12 18:46:29
b72cc1e57cf129b660c80e0c7b5563d7,8d47ca771c5f1f48f545ecf4a7c85f82,4,,Perfeito ,2017-08-23,2017-08-26 22:44:27
