order_id,payment_sequential,payment_type,payment_installments,payment_value
80000ae9d118d79953522e35cce34f13,1,credit_card,2,121.72
825c221a4e981f278e9c5ec6ead83a3f,1,credit_card,4,87.44
2b9319f90cac6853394132c982ff27bf,1,boleto,1,172.81
3b9de7cf25713aac3ab7e5cc48d83983,1,credit_card,3,135.05
baaaa6a46bf8f53d113193a6a23efbd4,1,credit_card,2,185.94
32733fc014b67ef70fa6039dd8c6ba82,1,boleto,1,256.05
b83d3a21b98b819697f37668a420a43e,1,boleto,1,123.88
d16cf2288861412bc266621085b73055,1,credit_card,3,165.06
fd22bd0610424ec9e62c1d98288b51e9,1,credit_card,4,45.86
5e8c4235c5941812c1831d835ae020fd,1,credit_card,1,148.69
08804ff605210017ad305e46cbd4e3c8,1,credit_card,5,182.11
e68a0761535bd432bb847f4ae7b7b4c0,1,boleto,1,145.66
8345e1e2a321e4b374a65fe12d8b30d3,1,boleto,1,54.32
9ac3e0dd6aeb10079e605b2e0f1cd7de,1,credit_card,10,576.88
3772bd82db6b988f9a7008bdb3a4b729,1,credit_card,4,116.94
a0f8cdef3a3387782a94be2247a45238,1,credit_card,2,75.68
99f10393ec3328b3b416a154afd5d714,1,credit_card,5,155.14
ab8d7e03c02e35b89d4eee1dd9ab65ca,1,credit_card,1,31.38
4f0a2c058df62bfe77f0e0e1e1ca66eb,1,credit_card,1,137.55
faa01b7a24d0ba51d0d0ec652cd9b745,1,boleto,1,69.13
8f7075f9808a783f9794cf5f7e1860d5,1,credit_card,1,125.2
e9977cc6d0f97447ef0f4fcc2e082fc8,1,credit_card,1,85.15
09fd9b0402ed675bbd1ee1e81171ac7c,1,credit_card,4,166.38
de28971a284d4d1aef005e7f16b36a52,1,credit_card,2,103.64
8109255ed5f9ea90f254fa8c5d80bde0,1,credit_card,8,278.0
c9e34cb3b2bd60fe61896bef7a946678,1,credit_card,2,31.77
5953d2dd57f0e259f8b8489c37556e00,1,credit_card,4,128.05
f05ef3ecdb7796d93e204c0a7ab76759,1,credit_card,8,264.59
3d34e2eec4245acada65a41a949f2568,1,credit_card,5,242.54
b3e2b81932a8bc32dfffd128937c3c5e,1,credit_card,10,220.04
0115abf6b892040abfdd5bdfcb6b2c51,1,boleto,1,207.98
14e3b02a42f36ad7bdcdc8a0df427be3,1,credit_card,1,72.25
692f4207d359fbf24d641b1470721130,1,credit_card,3,92.1
378035ea5017f82d47a885f52fff9be1,1,boleto,1,33.42
5c4ddbfa718a93f4b6b964b9e19472df,1,credit_card,10,181.55
9dabd200c58f609f380ecd1e44898086,1,credit_card,2,260.97
40ebc9d21ae5f5d7dfd398f87e63f455,1,credit_card,3,114.78
c8d07bf0161cd0a2aacc163c238f397e,1,credit_card,6,235.19
249ec92a8757d3abe81210827a19f08f,1,credit_card,1,97.79
4ed4a6e12e74982dd78c78df1ed3f372,1,credit_card,10,151.7
c1bb3ffb1aeb6afbe42101499bd15708,1,boleto,1,131.44
8a2d731a57d62d23bbf9556f80343140,1,boleto,1,113.62
73c0786753e32171d5d1bba1e682b4ba,1,boleto,1,31.69
3e7bc2221b2c46fafa06f741386784fc,1,credit_card,1,240.0
1dbff949801376b8795a093d31cfe205,1,credit_card,1,66.38
19230cac8f45f89fc992b4048422b72e,1,credit_card,1,90.27
e06ff711ddcab05c3651a9b1bb003950,1,credit_card,12,138.28
634adfa0f5cb0fd3a7c932f3b5b463fa,1,credit_card,2,147.74
ce8502b200546c12a54e51a65f313f34,1,credit_card,4,45.55
abd7d619de0d42df3a64707190c05bb6,1,credit_card,8,403.8
4d0754534d379735eb655a0d2d1edc01,1,credit_card,1,53.22
bd34db34f886a82d2f7e9214b6fd01e0,1,credit_card,2,176.9
e45620eb46de3b95c078fb17e75db83e,1,credit_card,1,163.98
394d17c2b71a726e205caaeee3d2aa3d,1,credit_card,1,57.5
22a1a580ac153c5e2f469d27ad6a4e3d,1,credit_card,5,108.67
24bbec3490c63fb110f13f2c47a5b559,1,boleto,1,38.27
ca786c07fdbcd2a6beb42eab64c23a3e,1,credit_card,1,12.99
6e15cbf7d3e8a1099a5be2702e863ef1,1,credit_card,3,163.79
2e914af8bdaefffc2e6ea38a39a64d4a,1,credit_card,2,188.5
a7b8a73bcc7bf3850dc9f4907c5ee6f2,1,boleto,1,644.45
558731462aceb9588378c7c19194d2db,1,credit_card,3,1089.96
2e233dded5d8af5e2baa5c1fca89a6c6,1,credit_card,1,175.77
79f6acecdfe4f7768f5f399a6be52167,1,credit_card,6,632.6
8b50d4c9560cac1625c6fd9f536fc780,1,credit_card,8,1730.87
f9ea302261bc5927d8f4a13cb60bdb9d,1,boleto,1,64.17
d7a1546121d90a9aaae7a851291d2ac6,1,credit_card,1,96.81
55a54184af6cdb5cbd95d124883c2dbb,1,credit_card,6,117.57
edd3d7495d5177045823010a1f6ac22a,1,credit_card,3,96.55
32f7f9fd01c6b5592202b48442caa441,1,credit_card,4,40.0
3c952cb06605958c5ca2fc2d28f2c8c4,1,credit_card,2,547.98
f97b2bdfbaca9c2f04722d8cbc8cc8a5,1,credit_card,3,245.6
37c8cbbb816470ceb8a3026653cf3d3c,1,boleto,1,69.52
3deae78fe543fe7c561f18a237ad309e,1,credit_card,1,79.33
465c942a1c3029a759415e862204114f,1,credit_card,7,336.0
f644bc7cdc4cf0854f50017d5ccfff50,1,credit_card,1,142.7
82b1c20e33da405ba22cded4ff91d160,1,credit_card,1,32.77
407fe646704ea7828e324c8ef7e7e616,1,boleto,1,445.19
a95f8f8384a13be626e06154468a9200,1,credit_card,2,45.0
b2e5be9642d390480c19fbc80e533de6,1,credit_card,1,68.23
55bde651a2c412e983a9ace2f3e05c5d,1,credit_card,1,56.1
4cdf8813fc5f4c3d74041453f606868c,1,credit_card,5,279.27
1dd524259037e53865e1fbee3697183b,1,credit_card,10,302.91
43ada20efaad1c2c55197dd39050267f,1,boleto,1,115.44
df2c3731dcfbe2f0861182b341c71c82,1,credit_card,6,230.65
cd49c5c6f772ac87200f116a7a5499e5,1,boleto,1,116.43
4148591d51d8741aef65abefd186887b,1,credit_card,1,64.03
be5c91507e2c4ef294ee991d22b2d8e2,1,credit_card,2,75.28
0c5c8063a673f3c44b6499053e534ccb,1,credit_card,1,138.6
329aacec1c0231ed21bb1e2f8f4dc1e0,1,credit_card,1,133.98
fd1dfb6b7188b47e56f2ab4063d08e58,1,credit_card,6,60.12
f5017de8931860a4492e26d3f22405b6,1,boleto,1,25.15
07440dff5293ea24c5fac25a473c2eef,1,credit_card,1,126.03
52a547866cd2082c600fb72eced19331,1,credit_card,7,78.18
d674f43f35a8b46f907663eeabefb819,1,credit_card,1,21.99
99dde9a4d6ee5c602380551b002ddad7,1,credit_card,1,105.99
cf954e7391c1981cc9090267aec67ee9,1,credit_card,1,74.94
cd24256f456d55df11e3049017c86d05,1,credit_card,7,158.26
710bc497ddb33d94263a302f17416924,1,boleto,1,33.79
53649523b54a1a986fe35c9cbb2bd082,1,credit_card,5,57.68
4233067932385b2d8b301e18e1b75958,1,credit_card,3,87.38
309de5faf9baa8961fd068f3f4e44dcd,1,credit_card,4,44.09
1166ac5af4262300b61e079c496223c6,1,credit_card,3,164.12
3db52c1df4d52ab19d7e7365d647f6fc,1,credit_card,8,205.31
8d47ca771c5f1f48f545ecf4a7c85f82,1,credit_card,4,40.0
b17838c714aef16bc099010feb2261ba,1,credit_card,8,340.47
1674cd4deb921f97a794a8401ce9017b,1,credit_card,3,228.78
2939b6d48c2488e276205bc547c56aac,1,boleto,1,195.36
4579adc6cf97f147f82693e0b25e3cec,1,credit_card,3,158.69
ad9259e8a14df6ee75201925f28d4a8f,1,boleto,1,86.02
3b1c5a036e0412d8c9dda3d6df67782a,1,credit_card,10,204.08
882c447d8edd3d32db6a03ff2fc74f8f,1,credit_card,4,48.22
f9114a9615fd4c8a09fa0768afb4a8f6,1,boleto,1,216.68
2beb7e011571a837462a006a779881e8,1,credit_card,3,78.18
6d8d35fe33dba5876a6748e641de5058,1,boleto,1,41.84
f5a1d7fb9cd502618f942b1295676f1b,1,credit_card,6,90.88
91ad6a8d591e94d9e1ca998185243e2d,1,credit_card,6,144.86
c05b9a60de6b80604843d2f4d40c8a67,1,credit_card,1,34.0
45881387721786e660460cd8bfcb2010,1,credit_card,3,127.31
4d34da0824213ee7962a5c5ed32b3f51,1,credit_card,3,36.78
499779bd7b24368c556437767a73189c,1,credit_card,5,54.33
5468ed226abcf74527e93b11988e4a3e,1,credit_card,6,253.34
562f919143bd6544eaad5f3f17ba3da2,1,boleto,1,179.0
e06ff711ddcab05c3651a9b1bb003950,2,voucher,1,46.04
7f922477f06db4ab69f6f173f439088e,1,credit_card,1,43.28
e1cbc1e8c3204aaecc891d1392f7b4d7,1,credit_card,5,416.54
4fe73718f01ee4a8a5edb8f5c72d1994,1,credit_card,1,47.62
42769a5163a34297f4458dbccf206b36,1,credit_card,8,125.53
e849e2829de302019ae8bd9924055171,1,boleto,1,606.46
736e1922ae60d0d6a89247b851902527,1,boleto,1,7274.88
0739104e30e20de6c0956c0889a9b9dc,1,credit_card,8,394.31
cd408e86c9fe1cc69f5a38cc5be773bd,1,credit_card,8,128.86
d9d3adfb459cf80f45139992eb4283e5,1,credit_card,2,119.16
86efd7c29e904b20b31e862644db7ece,1,credit_card,2,413.02
a1b442b97cb70e7207abe3f32a01e3d0,1,credit_card,1,35.03
c261c57774808b333866f1957d4f8ebd,1,credit_card,1,76.78
a820e4b8830258a148d161ba6d8bf419,1,credit_card,2,42.11
e59dbfb7d81fd513f1ffa941fe849c57,1,credit_card,1,117.97
e750c043ac98c8eb957cb52789f126b0,1,credit_card,4,144.0
c0e1586eda89047d683b2bc7d902037c,1,credit_card,7,89.56
ebcefe69d0a823b45706b43bde0e0d77,1,credit_card,7,74.67
6813f213a0d422a84a0e231bffc5fda8,1,credit_card,5,51.1
1fbebbbba3149f89e410951ca531cae2,1,boleto,1,237.99
720e866ff68ce671cb5b7d04eaeac897,1,credit_card,1,219.58
fcc13f1fc01aacaf59da3b5bbc2e1b9e,1,credit_card,2,65.22
8bca89b4311c48e6e6a22acd5cebd242,1,credit_card,1,92.84
056a1317ffaefaa2dff2d9ecb54fc7bc,1,credit_card,1,68.34
72c81a6a9dcf354f87393c361caa13ce,1,credit_card,2,166.35
e631d7417c16066c831e8f2599673235,1,credit_card,1,121.97
faa72e2db68f17d71fa5c725cafc53ad,1,credit_card,1,126.2
a45087c16cf11897252052baabb332c0,1,credit_card,3,166.71
d9e85a628a68f162d46b273ae52d0119,1,boleto,1,94.21
2b022b533c7e96c66a5d9e2539065bea,1,credit_card,2,135.08
546c8958ff67b28473cf140ec32a5a91,1,credit_card,10,102.56
5cf925b116421afa85ee25e99b4c34fb,1,boleto,1,106.81
3785ffb02b0b201a23df7daf357c271d,1,credit_card,1,54.93
e618cc48dc1a9bcbdb3f9743e25a36f1,1,credit_card,4,114.81
5b7aed674843fc9b20d1c4cef543a761,1,boleto,1,59.22
1d9f8648651f574a2e2e5d8728384f7d,1,credit_card,1,110.9
544bad401327a8f0de6786c7ccd73c8b,1,credit_card,3,263.13
6a152f5684d235853de99a54ee7e8065,1,credit_card,4,764.12
b22b9811c2074480cc93f9e8b8e4c8b5,1,credit_card,3,151.46
71cefe5177d8b6b11dce9fa4060f01cc,1,boleto,1,58.82
989829039549b9b62b547646ee72c034,1,credit_card,1,55.24
ce500b2ca0d960f937fb4d24282d3291,1,boleto,1,151.53
20e8735e683506f2f09e1a0e00f8114a,1,boleto,1,487.86
b40a0752445a5228f3063cc30201bb11,1,credit_card,1,31.38
832c61671b530bdc7d56880581bc2146,1,credit_card,5,103.55
d33a24a5ea67f8f5a06b0a32e53f3acf,1,boleto,1,78.19
299a5bd1c2d7b32f5108fe0e84661e5d,1,credit_card,5,107.95
c6c96aae858cf470816e5080de363e47,1,credit_card,1,10.17
aaa01262ebed3a3f92e3f65995b83fe2,1,credit_card,2,75.17
72520be5b5b4c32b2ada295436e4472e,1,credit_card,10,116.9
16bf4bebb63fe2842793fa1e3fbb83d9,1,boleto,1,27.68
557feacb7d186d0cacec3e801d38fc8f,1,boleto,1,239.82
f55863be6758b60482c4bdfa3cd016ed,1,credit_card,1,126.04
f2228e3e55ff956909ad7750f08516fd,1,credit_card,3,170.96
0f93c58739ea2f69d93afa96a7a07855,1,credit_card,1,218.24
b5eb3252f8e5ded7044d176ed49e2ecb,1,credit_card,10,468.69
cd323a618a599ad1cedaeb75d1d5b8fd,1,credit_card,6,155.63
7cbb15d12a1bb13fde596f305857b22e,1,credit_card,3,32.38
9458f512472606de1d13e5e0956e72cd,1,credit_card,1,118.99
1c4b283e95602be28c975207016558f1,1,boleto,1,37.83
fb469bc8a14b598d891a004c34546078,1,credit_card,1,32.38
540544251975ba4515aebe0ac8525067,1,credit_card,3,74.2
50a790149ec089ab00a4630204396f0f,1,credit_card,1,82.6
ce96e1f727877ff03577e45707a78265,1,credit_card,3,124.79
fa1885a7cb632c832c660cc710bae77f,1,boleto,1,98.34
56137cd32ae890d2f8f4c0b770da009f,1,credit_card,10,1069.22
a3a0cfe6661449e2d725b5b1ff658d84,1,credit_card,2,92.12
f52b64a627a310405cfd65e2a23acb23,1,credit_card,3,126.04
5b74abebfd5bc1d137d7ade71c5cfd36,1,credit_card,1,58.79
b4dc09cbd4cc735632779c738cda842b,1,credit_card,1,55.86
5d9fde36e9b14f9c646577bb073b1486,1,boleto,1,108.22
a22775141b5e773fb0dec808e36bf9f4,1,boleto,1,37.03
7e09cc861487709e81e6c729d2635208,1,credit_card,1,90.6
1af76094e8921f4fe77e6ccc5878f313,1,credit_card,5,104.18
2bfd14409ba8ba1153ce42b2abc44bb8,1,credit_card,5,167.81
f11d659584813daadb19252b9659a670,1,credit_card,1,57.0
d2f6b89578aee72f553aad3c76098e63,1,credit_card,1,53.9
569d43a54c364df5b367ab33e96eacf0,1,voucher,1,61.73
1e2b94b476c8738fbc5aed69524f2da4,1,credit_card,3,58.1
1aa78d3a94e9d8054d63fd230c076bf6,1,credit_card,5,310.9
63dd1232853b91debb2470c70da85dca,1,credit_card,3,117.94
27d6233886151ecc1ed368ce120ec5cf,1,credit_card,8,235.29
22df89b611e2a03b4957043cf949e51f,1,credit_card,1,66.41
0bfd90889de46373db5089b3bb941135,1,credit_card,1,29.88
343ee80178e16012130cb0007eac5888,1,credit_card,2,322.2
a7b984cb7dba04216ef3408f9fdc724f,1,credit_card,1,158.17
8691ef52aa97f8ba6d500780b5897e04,1,credit_card,5,163.89
e3ee317683c1cb4df51994ca63755d6d,1,credit_card,6,63.35
a67f04f0a3022835f86664a0070fe36e,1,credit_card,6,83.23
3c0683f600fc10b269b333bbfba07813,1,credit_card,4,44.1
d8d8abd9a4aa1b36575678bdf5e9d23e,1,credit_card,10,331.8
77e4da3755c479aac3d6f7f2a5e94516,1,credit_card,1,114.42
5551af3c5c287246cc239e923963ef6c,1,credit_card,8,756.01
083ade26303c53b4aa1c779b67d44485,1,credit_card,3,76.31
ad20d0dfe5b91c07df72dff0206aacd9,1,boleto,1,104.49
43b29d0de4927fa24f56341687c9e06e,1,credit_card,10,306.98
d7ebfa9a59497087b6f2383f00689fcf,1,credit_card,1,64.1
8628cf35f313fe2e46a2168f21860031,1,credit_card,6,334.54
f8f5a61defba49f13a7e21a369026f04,1,credit_card,2,228.62
cdab66293e2e4ea2b956d8016c5ad97d,1,credit_card,1,132.06
0c91c4102d1858f4ced29970f55e54a0,1,credit_card,2,56.86
c8426a2c3cc5c11e8aa0789c3238d4d9,1,credit_card,1,50.85
6c04516be61ae90e04756c3290c405b7,1,credit_card,3,113.62
e1976adafc8511c7b5736536b09605c1,1,debit_card,1,55.85
d66deb9ded8ffbd8ef4850522ad8fec6,1,boleto,1,94.3
2e1b96bb2d8b0ca7e4a6c3d0c15d68a3,1,credit_card,2,146.35
fd117d65267f58ad33d914a3cc317543,1,credit_card,10,115.66
ca786c07fdbcd2a6beb42eab64c23a3e,2,voucher,1,5.37
c8ccac7f59cb2c602959eb4586aa9b15,1,boleto,1,137.6
a54a12a470f9a5a89f1a1f19607959ca,1,boleto,1,64.01
be0d916fb5cf8a5dddcd98ad4905678e,1,boleto,1,54.87
f8b990617b1af31bd9e7a3d70f8dafc5,1,credit_card,6,443.77
696f162404ac464c3b87a9b64ae1fd29,1,boleto,1,86.02
dc078338903735916fab84f036188dcc,1,credit_card,1,87.97
cdc8b4ad3c6deb7fc303fb91abe7bc0f,1,credit_card,2,292.28
ca35a20423cabbc81c577f3ffe72169d,1,credit_card,16,160.12
a7e689c27f1d23e34aa301cb76b36d3b,1,credit_card,1,141.6
943dc313319b98a46f1aa70d59b68715,1,credit_card,10,594.38
af85e6e8c9f67f653b51429df7839001,1,credit_card,4,364.91
d2eb9999568d1bba9d671c53926039cc,1,credit_card,8,155.28
24df3585323f6a191abb565d1706daf2,1,credit_card,4,202.82
8718a4ef6a9e45012bb3e595f0b5286c,1,credit_card,1,17.38
cd6d5ca28fe5c4aabf7aec6f2968bd49,1,credit_card,2,47.75
955edcef18570af09e702de925422860,1,credit_card,2,188.41
49bbb428c234dcf31c4d66d4e8e1c04c,1,credit_card,2,159.68
23fb5e6768dd0cf8df7aaa74d80f8ec6,1,credit_card,7,75.88
315da0cfbc485bb00c12a581077cf7b2,1,credit_card,5,81.09
09a0d7c2cc6f652acd3537e7a91c7000,1,credit_card,1,81.61
84d1f58195cae334b50f9088b38b3495,1,credit_card,1,58.46
b2da70916ed4e4cde3df9e1381154631,1,credit_card,10,101.34
39a70e9e9b729b11dee34ac12478597f,1,credit_card,6,128.9
166a835dcb0ffdb5d917db2a93358502,1,credit_card,4,141.14
73287734c7b95e805d54a35d062627f2,1,boleto,1,39.78
6bb214f60f0b2331b730f74f70dc322f,1,credit_card,5,113.92
fea5a631859ef3c5c4a7ee9ff36096a8,1,credit_card,4,65.57
dbd09ba24edf3ae2e7ae63685ff34195,1,boleto,1,71.84
7e28a3542ea8306e42298ea3718222ee,1,credit_card,3,167.74
5c1a7adae63c3dd38c445817f9947cf2,1,boleto,1,143.38
8c28df1eae513694a941565b1a0a5de8,1,credit_card,6,69.64
57490284e3524fb4b1c4112fa966cbde,1,boleto,1,157.9
7cc93b2925f1d8b88fbcd410b02bc5b5,1,credit_card,8,640.28
4cb0286c9f5805ddd172e00cef67ecc3,1,credit_card,1,32.43
b2b86f50f1d5ec8763fc9fc6894ac6c4,1,credit_card,1,22.29
44628cfcb3b5de94aed835b088caf99a,1,credit_card,2,167.39
7ed3c93013239ad16de7ae81826a2afc,1,boleto,1,71.14
fa2de0086db43d394d58f69a111f8f69,1,credit_card,5,99.52
1ade3ab91063ad2d577331b0258b1120,1,credit_card,8,211.97
8188245de83e27d91f5454e5ce159b89,1,credit_card,7,117.85
0a020ef040e4b3065551bb31e0aca1cd,1,credit_card,5,286.04
699b7692e65138e6874b4c6f42202974,1,credit_card,1,71.17
2e2df9453ec3bb97026c38881ecf83c4,1,credit_card,4,84.12
c5f692a4e47f015faa3f8a9b9d36aa03,1,boleto,1,50.0
5dc6b1dfab4fc8303ea318faec36a73e,1,credit_card,4,366.19
8d994041d6127d2acc8d13aad557e75f,1,credit_card,6,65.84
8b3bda465a61f930742d256916d1d7d9,1,credit_card,1,97.29
47906fd263e2a0253d9db8a730f02abe,1,boleto,1,44.29
e592e00712df4f05bd73ad01993c0251,1,credit_card,5,89.67
6d9ccb29372292701006df0d44b858c3,1,boleto,1,91.18
08d3b6ee17b7cb32e530f4488c3f6abf,1,credit_card,5,51.56
636f0241ddc83a3b9e37a8088167bd45,2,voucher,1,0.01
0c11df2b80d95b1eabdcdf3790bb3347,1,credit_card,10,204.34
bd84b661eb4bfa46487d94324e56dfec,1,credit_card,9,99.7
a25b9ed9a3a53f53489c105482625129,1,credit_card,7,385.16
4cf6bc9c5e6ff30151bfb6f92f791b28,1,credit_card,3,76.79
4fab84dd561f10bb9c98293f34d749fa,1,credit_card,2,76.41
e8dea63f68386b3d95962ffb4dc4aaea,1,credit_card,1,37.05
3a73a24fa6a0d8ffd462fb4bb62e66fc,1,credit_card,3,106.51
4abd25ff34f0b324cadc39a6529b05c8,1,credit_card,5,164.79
09138fb3bbda7e400f9aac03c238385c,1,credit_card,4,48.04
480295bd3b66aeb4f624e16dc17a7412,1,credit_card,5,635.75
d32fbb7b9c7d393b293c80e66091ee4b,1,credit_card,1,130.26
f23a4132d42810c7f591d372282ae3eb,1,credit_card,1,88.28
8747a928f786c8b31e0afb1b815886bc,1,boleto,1,73.34
c307181fbf88d38d293774ca900cc802,1,credit_card,8,139.71
be0cc702e034bfbeba1a8a006eb9dce5,1,credit_card,3,32.77
8e350d5e83f49b662f870b48cf3f5b29,1,boleto,1,1006.32
6bdf9b89e5c81ead45dbc0a260dfbf13,1,credit_card,5,100.03
cd8c0278431ec8464a07eda4eab01441,1,boleto,1,115.9
5d4e56918ccde2aa7e18e48d3042fc6d,1,credit_card,2,60.75
def90fc6c7d21d34a14af3d6e4d866b6,1,credit_card,2,189.51
84dae977d83c491ec866b683875db2bf,1,credit_card,4,41.62
14066026f08d98c3316b5b8637282529,1,credit_card,2,23.02
182763e56c47912c77bfd4e730c0fd15,1,boleto,1,91.26
705172254d979af1ed7ec13222ed5532,1,credit_card,1,152.48
80aa9c31556571f08988f12dc07476e1,1,boleto,1,57.37
b83f87939464fd2df0c244550e184e5a,1,boleto,1,36.75
4cddfa3db1f20697139ba4a46c4fd399,1,credit_card,2,47.69
a7ddbf4f5ef6befd9d3569b1c34a9605,1,credit_card,4,54.42
0a15572811e0bc23e2963de1cdf344f0,1,credit_card,1,103.13
0452166f3b0d8e378179ecea1efdfe05,1,credit_card,1,71.81
bb95c9f509ff2da87b6015a0d9046f0f,1,boleto,1,159.1
b97811f6db9883c21f70f10be990b22b,1,credit_card,5,129.56
906d4efc060eee725d73e93dc6de8eee,1,credit_card,1,62.78
377627ea55b004e8d55a2af17ba3c0e1,1,credit_card,1,207.26
4759dc5cd30f8e283de04872dd5446cd,1,credit_card,4,89.36
5014c656e42bfdde371e00923238763f,1,credit_card,1,59.42
3a97b29009aa1ec54a67fd256b762b14,1,credit_card,2,218.35
fbbd2baf2d839f10d73c99b4642ce46b,1,credit_card,12,124.77
e6bed0846d5d268bf1ebcf66eab19a42,1,credit_card,10,593.13
a5d3eeeb605f6e2ce95e590543148234,1,credit_card,3,170.33
008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112.0
fb7b22bb2a29860909a25f91510e4292,1,boleto,1,446.9
410cfb42b9a36728a695fe883df04ebf,1,boleto,1,464.98
868c2bcb3623c43e2c25a0ebedbc3f12,1,debit_card,1,183.92
904d1d3bf21a8c56e931f8ac05d284c6,1,boleto,1,164.12
08202fbf5047a2f85a0983ac291a69fb,1,credit_card,1,141.28
5bca61e411c4fcce08327a8efc371911,1,credit_card,8,494.27
9ff5836df74adba6c5a5cabcfe59bb51,1,boleto,1,32.7
515ad53b1bdf1d9da25e0c1079a1b242,1,credit_card,5,94.43
99330d45c3ba6f45ad5745f6de036c5f,1,credit_card,4,217.09
bb95881900c6eeb4252919993f7a6660,1,credit_card,1,94.56
086f617d66181efa193629791e0a9076,1,credit_card,1,111.65
4cea4082bde3d6f0846e8a5537f3eeb4,1,credit_card,5,56.78
a4de5b1662f4c05fc162558437fa96ae,1,credit_card,1,239.42
4ce0d39282d4d45834a51b1ca7fbb311,1,credit_card,1,41.83
d5d0829757e3f168a603b3c272d96fff,1,credit_card,3,72.38
0124e0c5bfae1979838a91e47df53f14,1,credit_card,1,62.38
16e38caa92e342c7780f68832f832d4d,1,credit_card,8,243.36
b1d045cd447d2961b72e0d67c18f5d94,1,credit_card,3,146.44
2e823fe077401bf3d30b8a47e324571f,1,credit_card,2,34.01
385408894abaef5ea2b48046ca02f823,1,boleto,1,45.0
2bec039adcca39ad3a2d76a949e6c99d,1,credit_card,4,329.26
1e48c52ecdb582b211ad22ae74ad2247,1,credit_card,10,517.25
0965b209e76b9ac20f7dc673c735ade3,1,boleto,1,137.6
31cee66926e60ce4e5af0e4b9e2886d7,1,credit_card,8,263.76
908c02868bb2a9b847e64b23139137e5,1,credit_card,5,149.0
bf247f0c5b4e3a8993f0e0e1f0d4ff87,1,boleto,1,495.12
21c9855588b3946347dcaa1f159edcd8,1,credit_card,2,21.78
f0b2da40b961baf662d31db42b3964e3,1,credit_card,1,201.65
b62490833ad4da4f0f696c9358737651,1,boleto,1,90.73
32339685fefe9062d33175a4bc12d555,1,credit_card,1,43.86
6fd39a1adde54d0a5e6fe5ddc6c8784a,1,credit_card,8,215.27
bbfaea06953d72e48fcf89341d352638,1,voucher,1,42.4
1391644298485796a935f0422f8989e8,1,credit_card,3,174.26
